id	level	topic	flag	answer	note
mh24-24-30		HS.TT	duplicate:mh24-17-26		cùng đề với mh24-17-26, chỉ khác một phương án nhiễu
mh24-24-31	TH	HS.CT			
mh24-24-32	TH	ML.TT		B	bản gốc: giá năm 2029 = 900.000.000·0,98⁵ ≈ 813.529.000 (B), đúng như lời giải; dấu * ở C (830.131.000 là giá năm 2028)
mh24-24-33	TH	TX.NON			
mh24-24-34	TH	HS.MM			
mh24-24-35	TH	TX.TRU	duplicate:mh24-06-25		cùng bài với mh24-06-25 (khác cách viết)
mh24-24-36	TH	TX.CAU			
mh24-24-37	VD	ML.PT		D	bản gốc: cần g(0)=3m−8>0 và g(1)=m−9<0 (g(t)=t²−2(m+1)t+3m−8) nên 8/3<m<9: m∈{3,…,8}, 6 giá trị (D); lời giải lấy 3/2<m<9 nên ra 7
mh24-24-38		HS.DB	duplicate:mh24-17-43		cùng đề với mh24-17-43 (bản này có lỗi gõ "giả trị", "đồng biển")
mh24-24-39		HS.MM			
mh24-24-40	VD	ML.HS		D	bản gốc: m=4 thì mx−m+2=4x−2 bằng 0 tại x=1/2 nên hàm không xác định trên [1/2;+∞); đáp án đúng m∈[0;4) (D); lời giải dùng ≤ nên ra [0;4]
mh24-24-41	VD	TX.CAU			
mh24-24-42	VD	HS.CT			
mh24-24-43	VD	NH			
mh24-24-44	VD	TX.TRU	figure_optional		
mh24-24-45		HS.TG			
mh24-24-46	VD	HS.DB			
mh24-24-47	VD	KD.TT		D	bản gốc: tính lại: cạnh đáy a√3, CC'=3a/√5 nên V=9a³√15/20 (D), đúng như lời giải; dấu * đặt ở B
mh24-24-48	VDC	ML.PT			
mh24-24-49		HS.CT			
mh24-25-02	TH	TP			
mh24-25-03	TH	XS.TH			
mh24-25-04	TH	HS.TG			
mh24-25-05	TH	HS.TC			
mh24-25-06	TH	KD.TT	duplicate:mh24-04-36		cùng bài với mh24-04-36 (AB'=2a thay cho AC'=2a (hai đường chéo mặt bên bằng nhau))
mh24-25-07	TH	KD.TT			
mh24-25-08	TH	TX.CAU			
mh24-25-09	NB	SP.PT			
mh24-25-10	NB	KD.TT		A	bản gốc: V=⅓·2a²·2a=4a³/3 (A), đúng như lời giải; dấu * đặt ở C (4a³)
mh24-25-12	TH	DS.DS			
mh24-25-13	NB	OX.MC			
mh24-25-14	NB	OX.TD			
mh24-25-15	TH	UD.DT			
mh24-25-16	TH	NH			
mh24-25-17	NB	ML.HS			
mh24-25-18	TH	ML.BPT			
mh24-25-19	TH	HK.GOC			
mh24-25-20	NB	ML.HS			
mh24-25-21	NB	HS.CT			
mh24-25-22	TH	TP			bảng đổi cận trong lời giải bị dính số ("01", "31")
mh24-25-23	NB	SP.PT			
mh24-25-24	TH	HS.DB			
mh24-25-25	NB	OX.DT			
mh24-25-26	NB	OX.MP			
mh24-25-27	TH	HS.CT			
mh24-25-28	NB	OX.MC		C	bộ đọc bắt nhầm D trong lời giải; lời giải và dấu * đều là C
mh24-25-29	NB	HS.CT		B	bản gốc: a>0, b<0 nên có 2 điểm cực tiểu x=±1 (B), đúng như lời giải; dấu * ở A (3)
mh24-25-30	TH	ML.LT			
mh24-25-31	TH	HK.KC			
mh24-25-32	TH	XS.CD			
mh24-25-33	TH	SP.PTr			
mh24-25-34	TH	ML.BPT			
mh24-25-35	VD	TP.HA			
mh24-25-36	TH	ML.BPT			
mh24-25-37	NB	OX.MP			
mh24-25-38	TH	HS.TG			
mh24-25-39	TH	HS.CT			
mh24-25-40	NB	NH			
mh24-25-41	VD	SP.MD			
mh24-25-42	VD	OX.GK			
mh24-25-43	VDC	SP.MD			
mh24-25-44	VDC	KD.TT			
mh24-25-46	VD	OX.MC			
mh24-25-47	VD	HS.DB			
mh24-25-48	VD	NH			
mh24-25-49	VDC	ML.BPT			
mh24-26-02	NB	ML.LT			
mh24-26-05	NB	ML.HS			
mh24-26-07	TH	HK.GOC			
mh24-26-08		HS.CT			
mh24-26-09	NB	ML.LT			
mh24-26-10	NB	TX.NON			
mh24-26-11	TH	TX.CAU			
mh24-26-12	NB	DS.CSC			
mh24-26-16	NB	NH			
mh24-26-17	NB	OX.TD		C	bản gốc: OM=j−2k nên M(0;1;−2) (C), đúng như lời giải; dấu * đặt ở B
mh24-26-18	NB	ML.BPT			
mh24-26-19	NB	HS.TC			
mh24-26-20	NB	HS.TC			
mh24-26-23		HS.DB	solution_trivial		lập luận nằm trong ảnh bảng xét dấu đã bị bỏ; phần chữ chỉ còn câu dẫn và kết luận
mh24-26-26	TH	TX.NON			
mh24-26-28	TH	ML.HS			
mh24-26-29	TH	HS.DB			
mh24-26-30	TH	XS.CD	figure_optional		
mh24-26-31	TH	TX.TRU			
mh24-26-32	TH	ML.LT			
mh24-26-33	NB	OX.MP			
mh24-26-34	TH	HS.MM			
mh24-26-37	TH	NH			
mh24-26-38	NB	KD.TT			
mh24-26-39	VD	KD.TT	figure_optional		hình dàn trang lọt vào cuối phương án D
mh24-26-40	TH	OX.DT			
mh24-26-41	VD	HS.DB			
mh24-26-43	VD	HS.MM			
mh24-26-44	TH	OX.TD			
mh24-26-47	VDC	ML.BPT			
mh24-26-50	VDC	OX.MC			
mh24-27-01	NB	ML.HS			
mh24-27-02	TH	KD.TT	figure_optional	C	bản gốc: mặt bên 6a² = 2a·h ⇒ h=3a, V lăng trụ = a²√3·3a = 3√3a³ nên V(A'.ABC)=√3a³ (C); lời giải lấy nhầm 6a²·2a làm thể tích lăng trụ nên ra 4a³ (dấu * ở B)
mh24-27-03	NB	OX.TD			
mh24-27-04	NB	KD.TT			
mh24-27-05	TH	ML.LT			
mh24-27-06	NB	ML.HS			
mh24-27-07	TH	OX.TD	duplicate:mh24-07-12		cùng bài với mh24-07-12 (khác thứ tự phương án)
mh24-27-08	NB	TP		B	bản gốc: ∫₁²f=−∫₂¹f=−3 nên ∫₀²f=2−3=−1 (B); dấu * và lời giải cộng nhầm thành 5 (công thức trong lời giải cũng sai)
mh24-27-09		HS.DT			
mh24-27-10	TH	HS.MM			
mh24-27-11	TH	ML.PT			
mh24-27-12	NB	NH			
mh24-27-13	TH	TP			
mh24-27-14	NB	XS.TH			
mh24-27-15	TH	HS.DB			
mh24-27-16	TH	KD.TT	figure_optional		
mh24-27-17	VD	XS.CD	duplicate:mh24-06-38		cùng bài với mh24-06-38 (khác câu dẫn)
mh24-27-18	NB	HS.TC			
mh24-27-19		HS.CT	solution_trivial		lập luận nằm trong ảnh bảng xét dấu đã bị bỏ; phần chữ chỉ còn kết luận
mh24-27-20	TH	KD.TT			
mh24-27-21	TH	NH			
mh24-27-22		HS.DB			
mh24-27-23	NB	XS.TH			
mh24-27-25	NB	TX.NON			
mh24-27-26	NB	KD.TT			
mh24-27-27	TH	TP			
mh24-27-28	NB	OX.TD		A	bản gốc: M(2;0;−1) nên OM=√5 (A), đúng như lời giải; dấu * đặt ở D
mh24-27-29		HS.CT			
mh24-27-30	TH	TX.CAU			
mh24-27-31	NB	ML.LT			
mh24-27-32	NB	OX.MC			
mh24-27-33	TH	ML.BPT			
mh24-27-34	NB	ML.HS			
mh24-27-35	NB	HS.TC			
mh24-27-36	VD	HS.MM			
mh24-27-39	TH	OX.TD			
mh24-27-40	VD	KD.TT			
mh24-27-41	VD	TX.TRU			
mh24-27-42	VDC	HS.TG		D	bản gốc: t=x ⇒ f(x)+m=x³ ⇒ x⁵+x³=2m; x∈[−1;1] cho 2m∈[−2;2] nên m∈{−1;0;1}: 3 giá trị (D); lời giải bỏ sót +m nên ra x⁵+x³=3m và chỉ còn m=0
mh24-27-43		HK.QH	source_corrupted		các phương án (0; 2; 1; 3) không khớp câu hỏi hỏi mặt phẳng cố định
mh24-27-44	VD	TP		C	bản gốc: a, b nguyên tố cùng nhau nên 2ln2−1 = 1·ln4−1 ⇒ a=1, b=4, c=−1, T=3+4=7 (C); lời giải lấy a=b=2 (không nguyên tố cùng nhau) ra 14
mh24-28-01	NB	DS.CSN	duplicate:mh24-06-12		cùng bài với mh24-06-12 (khác thứ tự phương án)
mh24-28-02	NB	TX.TRU			
mh24-28-03		HS.DB			
mh24-28-04		XS.CD			
mh24-28-05		HS.CT			
mh24-28-06		HS.TG			
mh24-28-07	TH	HS.DB			
mh24-28-08	TH	KD.KN			
mh24-28-09	NB	HS.CT			
mh24-28-10	TH	HK.GOC	figure_optional		
mh24-28-11	NB	ML.HS			
mh24-28-12	TH	ML.LT			
mh24-28-13	NB	KD.TT	figure_optional		
mh24-28-14	TH	HS.TG			
mh24-28-15	NB	KD.KN			
mh24-28-16	NB	HS.TC			
mh24-28-17	NB	HS.TG			
mh24-28-18	NB	KD.TT	duplicate:mh24-02-35		cùng bài với mh24-02-35 (cùng hỏi công thức thể tích khối lăng trụ)
mh24-28-19	NB	ML.LT			
mh24-28-20	NB	DS.CSC			
mh24-28-21	VD	HS.TC			
mh24-28-22		HS.DT			
mh24-28-23	TH	TX.CAU			
mh24-28-24	NB	ML.LT			
mh24-28-25	NB	TX.NON			
mh24-28-26	TH	XS.TH			
mh24-28-27	NB	ML.PT			
mh24-28-28	NB	ML.HS			
mh24-28-29		TX.NON			
mh24-28-30	TH	HS.MM			
mh24-28-31		HS.MM			
mh24-28-32	NB	ML.HS			
mh24-28-33	NB	ML.BPT			
mh24-28-34	NB	ML.BPT			
mh24-28-35	NB	ML.PT			
mh24-28-36	TH	ML.LT			
mh24-28-37	NB	TX.CAU			
mh24-28-38	NB	HS.DB			
mh24-28-39	VD	HK.GOC			
mh24-28-40		HS.DB			
mh24-28-41	VD	ML.BPT			
mh24-28-42		HS.DB			
mh24-28-43	VD	HK.KC			
mh24-28-44	VDC	HS.MM			
mh24-28-45	VDC	ML.PT			
mh24-28-46	VDC	HS.MM			
mh24-28-47	VD	TX.NON			
mh24-28-48		HS.CT			
mh24-28-49	VD	KD.TT		D	bản gốc: (MBC)⊥(MB'C') ⇒ AA'=a nên V=a·a²/4=a³/4 (D), đúng như lời giải; dấu * đặt ở B
mh24-28-50	VDC	KD.TT			
mh24-29-01	NB	DS.CSC			
mh24-29-02		HS.DB			
mh24-29-03	NB	ML.HS			
mh24-29-04	NB	ML.LT			
mh24-29-05		HS.CT			
mh24-29-06	NB	XS.TH			
mh24-29-07	NB	OX.TD			
mh24-29-08	NB	OX.TD			
mh24-29-09	NB	OX.MC			
mh24-29-10	NB	NH			
mh24-29-11	NB	NH			
mh24-29-12	TH	ML.HS			
mh24-29-13	NB	ML.HS			
mh24-29-14	NB	ML.HS			
mh24-29-15	NB	ML.PT	duplicate:mh24-22-18		cùng bài với mh24-22-18 (khác cách ghi phương án (S={9} và x=9))
mh24-29-16		HS.DT			
mh24-29-17	TH	ML.BPT			
mh24-29-18	TH	XS.CD			
mh24-29-19	TH	HS.DB			
mh24-29-20	TH	HS.CT			
mh24-29-21	TH	HS.MM			
mh24-29-22	NB	TX.TRU			
mh24-29-23	NB	TX.CAU	duplicate:mh24-12-01		cùng bài với mh24-12-01 (khác cách viết)
mh24-29-24	NB	HS.TC			
mh24-29-25	TH	HS.TC			
mh24-29-26		HS.TG			
mh24-29-27	NB	OX.MC			
mh24-29-28		KD.KN			lời giải viết mặt phẳng (AB'C') thay vì (A'BC)
mh24-29-29	NB	TP			
mh24-29-30	NB	KD.TT	duplicate:mh24-05-11		cùng bài với mh24-05-11 (cùng hỏi công thức thể tích khối hộp chữ nhật)
mh24-29-31	TH	NH			
mh24-29-32	NB	TP			
mh24-29-33		HS.DT			
mh24-29-34	TH	NH			
mh24-29-35		ML.HS			
mh24-29-36	VD	ML.PT			
mh24-29-37	TH	HK.GOC	figure_optional		
mh24-29-38	TH	TP			
mh24-29-39	TH	KD.TT			
mh24-29-40	TH	KD.TT	figure_optional		
mh24-29-41	VD	HK.KC	figure_optional		
mh24-29-42	VD	TX.CAU			
mh24-29-43	VD	TX.NON	figure_optional		
mh24-29-44	VD	HS.DB			
mh24-29-45	VD	OX.TD			
mh24-29-46	VD	TP.HA			
mh24-29-47	VD	KD.TT			
mh24-29-48	VDC	HS.MM			
mh24-29-49	VDC	ML.BPT			
mh24-29-50		HS.MM			
mh24-30-01	NB	ML.LT			
mh24-30-03	NB	ML.BPT			
mh24-30-05		HS.CT			
mh24-30-06	NB	ML.HS			
mh24-30-07	TH	HS.DB			
mh24-30-08	NB	KD.TT			
mh24-30-10	NB	NH			
mh24-30-12	NB	HS.TC			
mh24-30-13		HS.TG			
mh24-30-14	NB	TX.TRU			
mh24-30-15	TH	ML.PT			
mh24-30-16	NB	TP			
mh24-30-17	NB	DS.CSC			
mh24-30-18		HS.DT			
mh24-30-19	NB	HS.TG			
mh24-30-20	NB	ML.BPT			
mh24-30-21	NB	ML.BPT			
mh24-30-22	NB	TX.CAU			
mh24-30-23	NB	XS.TH			
mh24-30-24	NB	KD.TT			
mh24-30-25	TH	HK.QH			lời giải trong file gốc là một ô bảng dán dạng chữ ("[* … \n … |"); bộ đọc đã tách lại dòng
mh24-30-26	TH	HS.CT			
mh24-30-27	TH	ML.BPT			
mh24-30-28	TH	ML.LT			
mh24-30-29	VD	HS.CT			
mh24-30-30	VD	HK.KC			
mh24-30-31	NB	TX.CAU			
mh24-30-32	TH	NH			
mh24-30-33	TH	HS.TG			
mh24-30-34	TH	KD.TT			
mh24-30-35	TH	TX.NON			
mh24-30-36	NB	TP			
mh24-30-37	TH	ML.BPT			
mh24-30-38	VD	XS.CD			
mh24-30-39	VD	ML.TT			
mh24-30-40		HS.CT			
mh24-30-41	VD	ML.PT			
mh24-30-42	VD	KD.TT			
mh24-30-43	VD	TX.NON			
mh24-30-44	VD	TP.HA			
mh24-30-45		HS.DB	duplicate:mh24-17-43		cùng đề với mh24-17-43, khác bộ phương án
mh24-30-46	VD	TP			
mh24-30-47		HS.TG			
mh24-30-48	VDC	KD.TT			
mh24-30-49	VDC	ML.PT			
mh24-31-36		HS.CT			
mh24-31-38		ML.PT			
mh24-31-39		HS.DB			
mh24-31-41		KD.TT			
mh24-31-43		KD.TT			
mh24-31-48		ML.BPT			
mh24-33-01	NB	XS.TH			
mh24-33-02	NB	DS.CSN			
mh24-33-03	NB	TX.NON			
mh24-33-04		HS.DB			
mh24-33-05	NB	KD.TT			
mh24-33-06	NB	ML.PT			
mh24-33-07	NB	TP			
mh24-33-08		HS.CT			
mh24-33-09		HS.DT			
mh24-33-10	NB	ML.LT			
mh24-33-11	NB	NH			
mh24-33-12	NB	SP.PT			
mh24-33-13	NB	OX.TD			
mh24-33-14	NB	OX.MC			
mh24-33-16	TH	OX.TD			
mh24-33-17	TH	HK.GOC			
mh24-33-18		HS.CT			
mh24-33-19	TH	HS.MM			
mh24-33-20	TH	ML.LT			
mh24-33-21	TH	ML.BPT			
mh24-33-22	TH	TX.TRU			
mh24-33-23		HS.TG			đề lẫn chữ quảng cáo Tailieudoc.vn trong ô công thức (bộ dựng đã tự bỏ)
mh24-33-24	TH	NH			
mh24-33-25	TH	ML.TT			
mh24-33-26	TH	KD.TT	figure_optional		
mh24-33-27	TH	HS.TC			
mh24-33-28		HS.DT			
mh24-33-29	TH	UD.DT	figure_optional		
mh24-33-30	NB	SP.PT			
mh24-33-31	NB	SP.PT			
mh24-33-32	VD	OX.TD			
mh24-33-33	TH	OX.MC			
mh24-33-34	NB	OX.MP			
mh24-33-36	VD	XS.CD			
mh24-33-37	VD	HK.KC			
mh24-33-38	VD	NH			
mh24-33-39	TH	HS.DB			
mh24-33-40	VD	TX.NON			
mh24-33-41	VD	ML.PT			
mh24-33-42	VD	HS.MM			
mh24-33-43	VD	ML.PT			
mh24-33-44	VD	NH			
mh24-33-45		HS.TG			
mh24-33-46		HS.CT			
mh24-33-47		ML.PT			
mh24-33-48	VDC	TP.HA			
mh24-33-49	VDC	KD.TT			
mh24-33-50		HS.DB			
mh24-34-01		ML.PT			
mh24-34-02		HS.TG			
mh24-34-03	NB	XS.CD			
mh24-34-04	NB	DS.CSC		B	bản gốc: uₙ=u₁+(n−1)d=−3+½(n−1) (B), đúng như lời giải; dấu * đặt ở C
mh24-34-05		HS.DB			
mh24-34-06		ML.PT			
mh24-34-07	NB	ML.HS	duplicate:mh24-02-39		cùng bài với mh24-02-39 (chỉ đổi cơ số 2020 thành 2024)
mh24-34-09	TH	HK.QH			
mh24-34-11	TH	HK.GOC			
mh24-34-12		HS.CT			
mh24-34-13	TH	XS.CD			
mh24-34-15		ML.HS			
mh24-34-16		TX.TRU			
mh24-34-17	NB	TP			
mh24-34-18		HS.DT	duplicate:mh24-13-13		cùng đề với mh24-13-13 (bản chính của cặp đề 1/13)
mh24-34-19	NB	NH			
mh24-34-20		HS.DB	duplicate:mh24-13-02		cùng đề với mh24-13-02 (bản chính của cặp đề 1/13)
mh24-34-21		ML.LT			
mh24-34-22	NB	TX.CAU			
mh24-34-23	TH	HS.MM			
mh24-34-24	TH	KD.KN			
mh24-34-25	NB	TX.TRU			
mh24-34-26		HS.CT	duplicate:mh24-13-07		cùng đề với mh24-13-07 (bản chính của cặp đề 1/13)
mh24-34-27	NB	NH			
mh24-34-29	TH	HS.DB			
mh24-34-30	TH	KD.TT	figure_optional		
mh24-34-31	TH	HS.TC	duplicate:mh24-13-12	B	bản gốc: m=−1 hoặc m=2 nên tổng bằng 1 (B), đúng như lời giải; dấu * đặt ở D (−1); cùng bài với mh24-13-12 (khác thứ tự phương án)
mh24-34-32		ML.HS			
mh24-34-33	TH	NH			
mh24-34-34	TH	TX.NON			
mh24-34-35	TH	HS.CT			
mh24-34-36	TH	TX.TRU	figure_optional		
mh24-34-37	TH	ML.HS			
mh24-34-38	TH	NH			
mh24-34-39		KD.TT			
mh24-34-40	TH	KD.TT	figure_optional		
mh24-34-41		HS.TC			
mh24-34-42		HS.CT			
mh24-34-43	VD	ML.BPT			
mh24-34-44	VD	NH			
mh24-34-45		TX.TRU			
mh24-34-46	VDC	HS.DB			
mh24-34-47	VDC	HS.MM			
mh24-34-48	VDC	ML.PT			
mh24-34-49	VDC	ML.PT			
mh24-34-50		KD.TT			
mh24-35-01		HS.DB			
mh24-35-02	TH	HS.DB			
mh24-35-04	NB	KD.TT			
mh24-35-07		HS.CT			
mh24-35-08		HS.TC			
mh24-35-10		HS.TC			
mh24-35-11		HS.DT			
mh24-35-12		HS.TG			
mh24-35-13	NB	DS.CSC			
mh24-35-14	NB	XS.TH			
mh24-35-15	TH	HS.MM			
mh24-35-16	TH	HS.TG			
mh24-35-17	TH	ML.LT			
mh24-35-18		ML.LT			cùng đề với mh24-16-34 (bản đó đã được đính chính và là bản chính)
mh24-35-19	NB	ML.HS			
mh24-35-20	TH	ML.HS			
mh24-35-21	TH	ML.HS			
mh24-35-22	NB	ML.BPT			
mh24-35-23	TH	ML.BPT			
mh24-35-24	NB	ML.PT	duplicate:mh24-23-07		cùng bài với mh24-23-07 (khác phương án nhiễu)
mh24-35-25	VD	ML.BPT			
mh24-35-26	TH	ML.PT			
mh24-35-27		KD.TT			
mh24-35-28	TH	KD.TT			
mh24-35-30	NB	TX.CAU			
mh24-35-31	TH	TX.TRU			
mh24-35-32		HS.DT			
mh24-35-33	TH	KD.TT			
mh24-35-34	TH	TX.CAU			
mh24-35-35	TH	TX.TRU			
mh24-35-36	VD	TX.NON			
mh24-35-37	TH	HS.DB			
mh24-35-38	TH	HS.CT			
mh24-35-39	VD	HS.MM			
mh24-35-40	VD	HS.TG			
mh24-35-41	VD	ML.PT			
mh24-35-42	VD	ML.BPT			
mh24-35-43	VD	HK.KC	figure_optional		
mh24-35-44	VD	KD.TT			
mh24-35-45	VD	XS.CD			
mh24-35-46		HS.DB			
mh24-35-47	VDC	ML.BPT			
mh24-35-48	VDC	KD.TT			
mh24-35-49		HS.CT			
mh24-35-50		HS.CT			
mh24-35-51	VDC	ML.LT			
mh24-36-02	NB	KD.TT			
mh24-36-03	TH	ML.PT			
mh24-36-04	NB	DS.CSC			
mh24-36-05	NB	KD.TT	figure_optional		
mh24-36-06	NB	TX.CAU			
mh24-36-07	NB	OX.GK			
mh24-36-08	TH	HS.DB			
mh24-36-09	NB	HS.TC			
mh24-36-10	NB	NH			
mh24-36-11	NB	ML.BPT			
mh24-36-12	NB	XS.TH			
mh24-36-13		ML.HS			
mh24-36-14		HS.DT			
mh24-36-15	NB	ML.HS			
mh24-36-17	NB	OX.MC			
mh24-36-18	TH	TP			
mh24-36-19	NB	HS.TC			
mh24-36-21	NB	OX.MP			
mh24-36-24	TH	ML.LT			
mh24-36-25	TH	ML.PT			
mh24-36-26		HS.DB			
mh24-36-27	NB	NH			
mh24-36-28	NB	TX.TRU			
mh24-36-29	TH	HK.KC	figure_optional		
mh24-36-30	TH	XS.CD			
mh24-36-31	TH	UD.TT			
mh24-36-32		HS.TG			
mh24-36-33	NB	OX.TD			
mh24-36-34	TH	ML.PT			
mh24-36-35	TH	KD.TT			
mh24-36-36	TH	HK.GOC			
mh24-36-37	VD	HS.MM	figure_optional		lời giải nói "từ đồ thị của f'" nhưng f'=(3x+1)(x−3) đã cho dấu, đủ để hiểu bằng chữ
mh24-36-38	TH	OX.DT			
mh24-36-39	VD	OX.DT			
mh24-36-40	VD	TP.HA			
mh24-36-41		HS.CT			
mh24-36-42	VD	ML.BPT			
mh24-36-43	VD	HS.DB			
mh24-36-44	VDC	ML.BPT			
mh24-36-45	VD	UD.DT			
mh24-36-46	VD	KD.TT			
mh24-36-47		HS.DB			
mh24-36-48	VD	OX.GK			
mh24-36-49	VDC	OX.MC			
mh24-36-50		HS.CT			
mh24-37-39	VD	OX.MC			
mh24-37-40	VD	ML.HS			
mh24-37-41		HS.TG			
mh24-37-42		HS.DT			
mh24-37-43	VD	ML.PT			
mh24-37-44	VD	TX.TRU	figure_optional		
mh24-37-45		TP			
mh24-37-46	VDC	KD.TT			
mh24-37-47	VD	ML.TT			
mh24-37-48	VD	HS.MM			
mh24-37-49	TH	HS.CT			
mh24-37-50		ML.PT			
mh24-38-40	VDC	ML.PT			
mh24-38-41	VDC	TP.HA			
mh24-38-43		KD.TT			
mh24-38-45		TX.NON			
mh24-38-48		HS.CT			
mh24-38-49		HS.TG			
mh24-38-50		ML.PT			
mh24-39-39	VD	TP			
mh24-39-40	VD	TP			
mh24-39-41	VD	ML.BPT			
mh24-39-42	VDC	OX.GK			
mh24-39-43		HS.CT			
mh24-39-44	VD	HS.CT			
mh24-39-45	VD	ML.PT			
mh24-39-46	VD	NH			
mh24-39-47		HS.DB			
mh24-39-48	TH	KD.TT	figure_optional		
mh24-39-49	VD	TX.NON			
mh24-39-50	TH	OX.GK			
mh24-40-39	TH	HS.DB			
mh24-40-40	VDC	HS.TG			
mh24-40-41	VD	UD.DT			
mh24-40-44		ML.BPT	source_corrupted		lời giải hỏng (chuỗi "Lời!m:$mathtype_315$]"), chỉ còn kết quả
mh24-40-45	VD	TX.NON			
mh24-40-46		HS.MM			
mh24-40-47		HS.CT			
mh24-40-48	VD	KD.TT			
nghean26-l2-p1-01		OX.DT	source_corrupted		phương án B (đáp án) in thiếu chữ x ở phân thức đầu
nghean26-l2-p1-02	TH	OXY			
nghean26-l2-p1-03	NB	OX.MP			
nghean26-l2-p1-04		HS.DB			
nghean26-l2-p1-05	TH	KD.TT			
nghean26-l2-p1-06	NB	OX.MC			
nghean26-l2-p1-07	NB	NH	duplicate:mh24-22-04		cùng bài với mh24-22-04 (khác cách ghi phương án)
nghean26-l2-p1-08	NB	TP			
nghean26-l2-p1-09	NB	ML.LT			
nghean26-l2-p1-10		HS.TC			
nghean26-l2-p1-11	TH	TK.PT			
nghean26-l2-p1-12	NB	LG.CT			
nghean26-l2-p2-01	VD	OX.TTe			
nghean26-l2-p2-02	VD	XS.DK			
nghean26-l2-p2-03	TH	HS.MM			
nghean26-l2-p2-04	VD	UD.TTe			
nghean26-l2-p3-01	TH	HS.TU			
nghean26-l2-p3-02	VD	KD.TT			
nghean26-l2-p3-03	VD	XS.CD	figure_optional		
nghean26-l2-p3-04	VD	UD.TT	figure_optional		
nghean26-l2-p3-05	VD	OX.TTe	figure_optional		
nghean26-l2-p3-06	VD	ML.TT			
thainguyen26-l2-p1-01	TH	VT	figure_optional		
thainguyen26-l2-p1-02	TH	ML.BPT			
thainguyen26-l2-p1-03	NB	OX.MP			
thainguyen26-l2-p1-04	NB	HS.TC			
thainguyen26-l2-p1-05	NB	KD.TT			
thainguyen26-l2-p1-06	TH	TK.TT			
thainguyen26-l2-p1-07	NB	NH			
thainguyen26-l2-p1-08	NB	LG.PT			
thainguyen26-l2-p1-09	NB	UD.DT			
thainguyen26-l2-p1-10	NB	HK.QH	figure_optional		
thainguyen26-l2-p1-11	NB	DS.CSN			
thainguyen26-l2-p1-12	NB	OX.TD			
thainguyen26-l2-p2-01	VD	HS.TC			
thainguyen26-l2-p2-02	VD	OX.MC			
thainguyen26-l2-p2-03	TH	HS.CT			
thainguyen26-l2-p2-04	TH	XS.DK			
thainguyen26-l2-p3-01	VD	KD.TT			
thainguyen26-l2-p3-02	VD	UD.DT	figure_optional		
thainguyen26-l2-p3-03	VDC	XS.CD			
thainguyen26-l2-p3-04	VD	DS.CSN			
thainguyen26-l2-p3-05	VDC	XS.TH			
thainguyen26-l2-p3-06		HS.TU			
thanhhoa26-l2-p1-01	NB	OX.MP			
thanhhoa26-l2-p1-02	NB	VT	figure_optional		
thanhhoa26-l2-p1-03	NB	DS.CSC	duplicate:mh24-15-32		cùng bài với mh24-15-32 (khác phương án nhiễu)
thanhhoa26-l2-p1-04	NB	OX.TD			
thanhhoa26-l2-p1-05	NB	NH			
thanhhoa26-l2-p1-06	NB	HS.TC			
thanhhoa26-l2-p1-07		HS.CT			
thanhhoa26-l2-p1-08	NB	TK.TT			
thanhhoa26-l2-p1-09	NB	KD.TT	figure_optional		
thanhhoa26-l2-p1-10	NB	ML.PT			
thanhhoa26-l2-p1-11	NB	LG.PT			
thanhhoa26-l2-p1-12	TH	UD.TT			
thanhhoa26-l2-p2-01	TH	XS.DK			
thanhhoa26-l2-p2-02	TH	HS.MM			
thanhhoa26-l2-p2-03	VD	UD.TTe	figure_optional		
thanhhoa26-l2-p2-04		OX.TTe			
thanhhoa26-l2-p3-01	VD	KD.TT			
thanhhoa26-l2-p3-02	TH	DH.YN			
thanhhoa26-l2-p3-03	VD	OX.MC			
thanhhoa26-l2-p3-04	VD	XS.CD			
thanhhoa26-l2-p3-05	VD	HS.TU			
thanhhoa26-l2-p3-06	VDC	UD.DT	figure_optional		
thithu25-06-p1-01	TH	TP			
thithu25-06-p1-04	NB	OX.MC		C	file đáp án không ghi đáp án câu này; lời giải cho phương trình ở phương án C
thithu25-06-p1-05		HS.TC		C	file đáp án không ghi đáp án câu này; lời giải kết luận có 3 tiệm cận (phương án C)
thithu25-06-p2-01	TH	HS.MM			
thithu25-06-p2-02	TH	UD.TTe			
thithu25-06-p2-03		XS.DK	solution_wrong	ĐSĐS	lời giải chỉ tính số, không kết luận từng ý và ghi sai P(B̄)=13/15 (đúng là 2/5)
thithu25-06-p3-03	VD	OX.MC	figure_optional		
thithu25-06-p3-04	VD	UD.DT	figure_optional		
thithu25-06-p3-05	VD	HS.TU	figure_optional		
thithu25-06-p3-06	TH	XS.DK			
thithu25-07-p2-02	VD	UD.TTe			
thithu25-07-p2-04		OX.TTe			
thithu25-07-p3-03	TH	OX.DT			
thithu25-07-p3-04	VD	UD.TTe	figure_optional		
thithu25-07-p3-05	VD	HS.TU			
thithu25-07-p3-06	TH	XS.DK			
thithu25-08-p2-03	VD	XS.DK		SĐSS	bản gốc: bảng kết luận ghi a) Đúng nhưng chính lời giải chứng minh A, B không độc lập; đáp án đúng là SĐSS
thithu25-08-p3-03		OX.TTe			
thithu25-08-p3-04		UD.DT			
